movies,Title,genresgenregenre,YEAR,Rating
69559,"File on Thelma Jordan, The",Crime|Drama|Film-Noir|Mystery,1949,1
900,"American in Paris, An",Musical|Romance,1950,1
969,"African Queen, The",Adventure|Comedy|Romance|War,1951,2
1032,Alice in Wonderland,Adventure|Animation|Children|Fantasy|Musical,1951,4
1104,"Streetcar Named Desire, A",Drama,1950,2
1253,"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller,1950,7
2186,Strangers on a Train,Crime|Drama|Film-Noir|Thriller,1950,5
2660,"Thing from Another World, The",Horror|Sci-Fi,1950,9
3406,Captain Horatio Hornblower R.N.,Action|Adventure|Drama|War,1950,9
3475,"Place in the Sun, A",Drama|Romance,1951,10
3657,Pandora and the Flying Dutchman,Drama,1951,1
3736,"Ace in the Hole (Big Carnival, The)",Drama,1951,7
5168,Royal Wedding,Comedy|Musical|Romance,1951,2
5603,"Lavender Hill Mob, The",Comedy|Crime,1950,4
5604,"Man in the White Suit, The",Comedy|Sci-Fi,1950,8
7195,"Enforcer, The",Crime|Drama|Film-Noir,1951,7
7211,People Will Talk,Comedy|Romance,1950,7
8187,On Moonlight Bay,Comedy|Musical,1951,9
8492,"Christmas Carol, A (Scrooge)",Drama|Fantasy,1950,8
8502,Show Boat,Drama|Musical|Romance,1951,9
8785,Early Summer (Bakushû),Drama,1951,7
31156,Abbott and Costello Meet the Invisible Man,Comedy|Sci-Fi,1950,3
87218,He Ran All the Way,Crime|Drama|Film-Noir,1950,9
89881,Superman and the Mole-Men,Children|Mystery|Sci-Fi,1950,9
899,Singin' in the Rain,Comedy|Musical|Romance,1952,7
1226,"Quiet Man, The",Drama|Romance,1952,2
1283,High Noon,Drama|Western,1952,3
1943,"Greatest Show on Earth, The",Drama,1951,3
2848,"Othello (Tragedy of Othello: The Moor of Venice, The)",Drama,1952,10
3207,"Snows of Kilimanjaro, The",Adventure,1951,3
3314,"Big Trees, The",Action|Drama,1951,10
3417,"Crimson Pirate, The",Adventure|Comedy,1952,10
3559,Limelight,Comedy|Drama|Romance,1951,3
4188,Hans Christian Andersen,Children|Musical,1952,6
5114,"Bad and the Beautiful, The",Drama,1951,1
5470,The Importance of Being Earnest,Comedy|Romance,1951,7
6404,"White Sheik, The (Sceicco bianco, Lo)",Comedy|Romance,1951,4
6527,Scaramouche,Adventure|Romance,1952,3
6611,Umberto D.,Drama,1952,4
6669,Ikiru,Drama,1951,8
6830,Sudden Fear,Film-Noir|Horror|Thriller,1951,8
6982,Forbidden Games (Jeux interdits),Drama|War,1952,8
7705,Pat and Mike,Comedy|Romance,1951,10
9012,Ruby Gentry,Drama,1951,3
25971,Carrie,Drama|Romance,1952,4
25972,Clash by Night,Drama|Film-Noir,1951,9
30712,"Narrow Margin, The",Crime|Drama|Film-Noir,1952,7
33917,"Member of the Wedding, The",Drama,1952,9
47092,On Dangerous Ground,Crime|Drama|Film-Noir,1951,9
56015,Kansas City Confidential,Crime|Drama|Film-Noir|Mystery,1952,10
84098,Phone Call from a Stranger,Drama,1951,6
916,Roman Holiday,Comedy|Drama|Romance,1953,1
935,"Band Wagon, The",Comedy|Musical,1952,7
970,Beat the Devil,Adventure|Comedy|Crime|Drama|Romance,1953,1
1944,From Here to Eternity,Drama|Romance|War,1953,3
2087,Peter Pan,Animation|Children|Fantasy|Musical,1952,4
2362,Glen or Glenda,Drama,1952,5
2661,It Came from Outer Space,Sci-Fi,1952,4
2662,"War of the Worlds, The",Action|Drama|Sci-Fi,1952,9
2939,Niagara,Drama|Thriller,1953,3
3121,"Hitch-Hiker, The",Drama|Film-Noir,1952,8
3196,Stalag 17,Drama|War,1953,4
3404,Titanic,Action|Drama,1953,10
3871,Shane,Drama|Western,1953,7
4294,"5,000 Fingers of Dr. T, The",Children|Fantasy|Musical,1953,9
4356,Gentlemen Prefer Blondes,Comedy|Musical|Romance,1952,9
4357,How to Marry a Millionaire,Comedy|Drama|Romance,1953,5
5017,"Big Heat, The",Drama|Film-Noir,1953,7
5372,Calamity Jane,Musical|Western,1952,4
6237,"Glenn Miller Story, The",Drama,1953,5
6260,"Robe, The",Drama,1952,6
6358,Kiss Me Kate,Comedy|Musical|Romance,1953,1
6629,House of Wax,Crime|Horror|Mystery|Thriller,1953,7
6643,Tokyo Story (Tôkyô monogatari),Drama,1953,4
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)",Comedy,1952,3
7335,Pickup on South Street,Film-Noir,1953,1
7571,"Blue Gardenia, The",Crime|Drama|Film-Noir|Thriller,1953,8
7700,"Wages of Fear, The (Salaire de la peur, Le)",Action|Adventure|Drama|Thriller,1952,7
7822,Mogambo,Adventure|Drama|Romance,1953,5
7942,Summer with Monika (Sommaren med Monika),Drama|Romance,1953,7
8199,Ugetsu (Ugetsu monogatari),Drama|Thriller,1953,2
8616,By the Light of the Silvery Moon,Children|Musical|Romance,1953,8
8848,"Vitelloni, I (a.k.a. The Young and the Passionate)",Drama,1952,6
25999,The Wild One,Drama,1953,8
31109,"Bigamist, The",Drama,1953,6
32525,The Earrings of Madame de...,Drama|Romance,1953,2
95113,Eaux d'artifice,Fantasy,1953,2
904,Rear Window,Mystery|Thriller,1954,4
915,Sabrina,Comedy|Romance,1954,9
972,"Last Time I Saw Paris, The",Drama,1953,4
1019,"20,000 Leagues Under the Sea",Adventure|Drama|Sci-Fi,1953,1
1086,Dial M for Murder,Crime|Mystery|Thriller,1954,3
1945,On the Waterfront,Crime|Drama,1953,7
2019,Seven Samurai (Shichinin no samurai),Action|Adventure|Drama,1953,2
2287,Them!,Horror|Sci-Fi|Thriller,1953,6
2363,Godzilla (Gojira),Drama|Horror|Sci-Fi,1953,5
3675,White Christmas,Comedy|Musical|Romance,1953,6
3930,"Creature from the Black Lagoon, The",Adventure|Horror|Sci-Fi,1954,10
4319,Apache,Western,1954,9
4360,There's No Business Like Show Business,Musical,1953,8
4420,"Barefoot Contessa, The",Drama,1953,10
5079,Young at Heart,Drama|Musical|Romance,1953,6
5085,Carmen Jones,Drama|Musical,1953,5
6426,"Far Country, The",Western,1954,10
6785,Seven Brides for Seven Brothers,Comedy|Musical|Romance|Western,1953,5
7234,"Strada, La",Drama,1953,6
8008,Brigadoon,Fantasy|Musical|Romance,1953,9
8188,Sansho the Bailiff (Sanshô dayû),Drama,1953,7
8337,"Caine Mutiny, The",Drama|War,1953,9
8410,Suddenly,Crime|Drama|Film-Noir,1953,10
8462,Executive Suite,Drama,1953,7
8524,"High and the Mighty, The",Drama,1953,6
8618,Johnny Guitar,Drama|Western,1953,9
8654,Prince Valiant,Adventure,1953,5
8920,"Country Girl, The",Drama,1954,10
25993,Magnificent Obsession,Drama|Romance,1953,7
25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi),Action|Adventure|Drama,1953,2
25996,"Star Is Born, A",Drama|Musical,1954,4
31374,Hobson's Choice,Comedy|Drama|Romance,1953,8
95115,Inauguration of the Pleasure Dome,Fantasy,1953,5
668,Song of the Little Road (Pather Panchali),Drama,1954,2
933,To Catch a Thief,Crime|Mystery|Romance|Thriller,1954,8
949,East of Eden,Drama,1954,4
982,Picnic,Drama,1955,3
1008,"Davy Crockett, King of the Wild Frontier",Adventure|Western,1955,4
1103,Rebel Without a Cause,Drama,1954,7
1946,Marty,Drama|Romance,1955,7
2080,Lady and the Tramp,Animation|Children|Comedy|Romance,1954,6
2184,"Trouble with Harry, The",Comedy|Mystery,1954,8
2656,Tarantula,Horror|Sci-Fi,1954,1
2727,Killer's Kiss,Crime|Film-Noir,1955,9
3035,Mister Roberts,Comedy|Drama|War,1954,6
3292,"Big Combo, The",Film-Noir,1955,6
3340,Bride of the Monster,Horror|Sci-Fi,1955,1
3414,Love Is a Many-Splendored Thing,Drama|Romance|War,1955,3
3549,Guys and Dolls,Comedy|Musical|Romance,1954,7
3678,"Man with the Golden Arm, The",Drama,1954,9
4298,Rififi (Du rififi chez les hommes),Crime|Film-Noir|Thriller,1955,6
4324,"Kentuckian, The",Drama|Western,1954,10
4359,"Seven Year Itch, The",Comedy,1954,2
4426,Kiss Me Deadly,Film-Noir,1955,1
4767,Abbott and Costello Meet the Mummy,Comedy|Horror,1955,3
5333,Bob le Flambeur,Crime|Drama,1954,5
5602,"Ladykillers, The",Comedy|Crime,1954,2
5795,"Big Knife, The",Film-Noir,1954,8
6231,"Benny Goodman Story, The",Drama|Musical,1955,6
6431,Battle Cry,Drama|War,1954,6
6981,"Ordet (Word, The)",Drama,1955,10
7013,"Night of the Hunter, The",Drama|Film-Noir|Thriller,1954,3
7116,Diabolique (Les diaboliques),Horror|Mystery|Thriller,1955,6
7585,Summertime,Drama|Romance,1955,2
7614,Oklahoma!,Musical|Romance|Western,1954,7
7787,To Hell and Back,Action|Drama|War,1955,7
7941,Smiles of a Summer Night (Sommarnattens leende),Comedy|Romance,1955,3
8094,Bad Day at Black Rock,Drama|Thriller|Western,1955,1
8143,Lola Montès,Drama,1955,8
8447,This Island Earth,Sci-Fi,1954,10
8451,Blackboard Jungle,Drama,1955,10
8921,"Rose Tattoo, The",Drama|Romance,1954,9
26003,Night and Fog (Nuit et brouillard),Crime|Documentary|War,1955,5
26005,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô),Action|Adventure|Drama,1954,6
26007,"Unknown Soldier, The (Tuntematon sotilas)",Drama|War,1954,4
32469,We're No Angels,Comedy|Crime|Drama,1954,3
49688,"Dam Busters, The",Action|Drama|War,1955,5
55895,"Desperate Hours, The",Drama|Film-Noir|Thriller,1954,3
69945,"Fast and the Furious, The",Crime|Mystery,1955,8
78111,Artists and Models,Comedy|Musical,1955,9
96792,Kismet,Adventure|Comedy|Fantasy|Musical|Romance,1954,5
142192,Female on the Beach,Crime|Drama|Mystery|Romance|Thriller,1955,3
820,"Death in the Garden (Mort en ce jardin, La)",Drama,1956,4
948,Giant,Drama|Romance|Western,1956,7
952,Around the World in 80 Days,Adventure|Comedy,1956,8
1301,Forbidden Planet,Drama|Sci-Fi,1955,7
2182,"Wrong Man, The",Drama|Film-Noir|Thriller,1955,8
2183,"Man Who Knew Too Much, The",Adventure|Drama|Mystery|Thriller,1955,8
2565,"King and I, The",Drama|Musical|Romance,1955,2
2664,Invasion of the Body Snatchers,Horror|Sci-Fi|Thriller,1955,8
2726,"Killing, The",Crime|Film-Noir,1956,2
2967,"Bad Seed, The",Drama|Thriller,1955,8
3365,"Searchers, The",Drama|Western,1956,8
3845,And God Created Woman (Et Dieu... créa la femme),Drama,1955,1
4046,Friendly Persuasion,Drama,1956,5
4433,Written on the Wind,Drama,1955,1
5966,"Kiss Before Dying, A",Film-Noir|Mystery,1955,6
6064,"Harder They Fall, The",Drama|Film-Noir,1956,1
6357,High Society,Comedy|Musical|Romance,1955,4
6516,Anastasia,Drama,1956,9
7075,"Court Jester, The",Adventure|Comedy|Musical,1955,8
7386,"Ten Commandments, The",Adventure|Drama,1955,7
8136,Indestructible Man,Crime|Horror|Sci-Fi,1955,8
8194,Baby Doll,Drama,1956,2
8236,While the City Sleeps,Drama|Film-Noir,1955,8
8403,Helen of Troy,Action|Adventure|Drama|Romance|War,1956,6
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",Adventure|Drama,1955,5
26009,"Burmese Harp, The (Biruma no tategoto)",Drama|War,1955,2
26010,Carousel,Musical|Romance,1956,4
26012,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima),Action|Adventure|Drama,1956,1
26013,Rodan (Sora no daikaijû Radon),Adventure,1956,3
47196,"Rainmaker, The",Comedy|Romance|Thriller|Western,1956,5
47721,"Red Balloon, The (Ballon rouge, Le)",Children|Fantasy,1955,10
62049,1984,Drama|Sci-Fi,1956,10
901,Funny Face,Comedy|Musical,1957,3
932,"Affair to Remember, An",Drama|Romance,1957,7
937,Love in the Afternoon,Comedy|Romance,1957,10
1012,Old Yeller,Children|Drama,1957,4
1178,Paths of Glory,Drama|War,1956,1
1203,12 Angry Men,Drama,1956,7
1237,"Seventh Seal, The (Sjunde inseglet, Det)",Drama,1956,6
1250,"Bridge on the River Kwai, The",Adventure|Drama|War,1957,10
2351,"Nights of Cabiria (Notti di Cabiria, Le)",Drama,1957,5
2652,"Curse of Frankenstein, The",Horror,1957,7
2874,"Pajama Game, The",Comedy|Musical|Romance,1956,1
3038,"Face in the Crowd, A",Drama,1956,3
3096,My Man Godfrey,Comedy,1956,8
3136,"James Dean Story, The",Documentary,1956,4
3199,Pal Joey,Comedy|Drama|Musical|Romance,1957,7
3640,"King in New York, A",Comedy|Drama,1956,10
3659,Quatermass 2 (Enemy from Space),Sci-Fi|Thriller,1957,9
3934,Kronos,Sci-Fi,1956,6
4432,Sweet Smell of Success,Drama|Film-Noir,1956,8
5008,Witness for the Prosecution,Drama|Mystery|Thriller,1957,7
5147,Wild Strawberries (Smultronstället),Drama,1956,10
5300,3:10 to Yuma,Action|Adventure|Drama|Thriller|Western,1957,4
5373,"Cranes Are Flying, The (Letyat zhuravli)",Drama|Romance|War,1956,2
6227,Loving You,Drama|Musical,1957,3
6302,Beginning of the End,Sci-Fi,1957,3
6355,"Girls, Les",Musical,1956,8
6356,Gunfight at the O.K. Corral,Western,1957,6
6390,Silk Stockings,Musical,1956,2
6450,"Heaven Knows, Mr. Allison",Drama|War,1956,3
6918,"Unvanquished, The (Aparajito)",Drama,1956,2
6970,Desk Set,Comedy|Romance,1956,1
7357,Peyton Place,Drama|Romance,1957,8
7493,"Three Faces of Eve, The",Drama,1957,7
7697,"Prince and the Showgirl, The",Comedy|Romance,1957,1
7766,Throne of Blood (Kumonosu jô),Action|Drama|Thriller|War,1956,3
8657,"Tin Star, The",Western,1957,10
8672,Battle Hymn,Drama,1956,5
8675,"Enemy Below, The",Action|Drama|War,1957,8
26025,"Spirit of St. Louis, The",Adventure|Drama,1956,4
82313,Nightfall,Crime|Drama|Film-Noir,1956,1
89408,April Love,Comedy|Drama|Musical,1957,4
854,"Ballad of Narayama, The (Narayama Bushiko)",Drama,1958,10
903,Vertigo,Drama|Mystery|Romance|Thriller,1958,5
938,Gigi,Musical,1957,8
939,"Reluctant Debutante, The",Comedy|Drama,1957,3
971,Cat on a Hot Tin Roof,Drama,1957,3
1085,"Old Man and the Sea, The",Adventure|Drama,1957,4
1248,Touch of Evil,Crime|Film-Noir|Thriller,1957,7
1334,"Blob, The",Horror|Sci-Fi,1957,8
2454,"Fly, The",Horror|Mystery|Sci-Fi,1958,3
2670,Run Silent Run Deep,War,1957,3
2941,South Pacific,Musical|Romance|War,1957,3
3153,"7th Voyage of Sinbad, The",Action|Adventure|Fantasy,1957,1
3368,"Big Country, The",Romance|Western,1958,1
3405,"Night to Remember, A",Action|Drama,1958,5
3516,"Bell, Book and Candle",Comedy|Fantasy|Romance,1957,3
3548,Auntie Mame,Comedy|Drama,1958,1
3605,King Creole,Crime|Drama|Musical,1957,9
4798,Indiscreet,Comedy|Romance,1958,10
4948,I Bury the Living,Horror,1958,3
4998,"Defiant Ones, The",Adventure|Crime|Drama|Thriller,1958,7
5384,I Want to Live!,Crime|Drama,1957,2
5649,Horror of Dracula (Dracula),Horror,1957,7
5836,Houseboat,Comedy|Romance,1958,9
6452,"Long, Hot Summer, The",Drama,1958,3
6630,"Inn of the Sixth Happiness, The",Adventure|Drama,1958,8
7206,Mon Oncle (My Uncle),Comedy,1957,1
7238,Ashes and Diamonds (Popiól i diament),Drama|War,1957,5
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin)",Action|Adventure,1957,5
8009,Marjorie Morningstar,Drama,1957,1
8989,Damn Yankees!,Comedy|Musical,1958,2
74630,Tom Thumb,Children|Fantasy|Musical,1958,9
670,"World of Apu, The (Apur Sansar)",Drama,1959,8
841,"Eyes Without a Face (Yeux sans visage, Les)",Horror,1959,5
908,North by Northwest,Action|Adventure|Mystery|Romance|Thriller,1958,1
910,Some Like It Hot,Comedy|Crime,1959,10
1016,"Shaggy Dog, The",Children|Comedy,1959,8
1287,Ben-Hur,Action|Adventure|Drama,1959,7
1924,Plan 9 from Outer Space,Horror|Sci-Fi,1958,3
2043,Darby O'Gill and the Little People,Adventure|Children|Fantasy,1958,10
2096,Sleeping Beauty,Animation|Children|Musical,1959,1
2519,House on Haunted Hill,Drama|Horror|Thriller,1958,8
2634,"Mummy, The",Horror,1958,5
2669,Pork Chop Hill,War,1958,5
2731,"400 Blows, The (Les quatre cents coups)",Crime|Drama,1958,10
2781,"Tingler, The",Horror,1958,6
3171,Room at the Top,Drama,1958,2
3379,On the Beach,Drama,1959,8
3801,Anatomy of a Murder,Drama|Mystery,1959,3
3872,"Suddenly, Last Summer",Drama,1958,8
3923,Return of the Fly,Horror|Sci-Fi,1959,9
3933,"Killer Shrews, The",Horror|Sci-Fi,1959,10
4329,Rio Bravo,Western,1958,9
4802,Operation Petticoat,Action|Comedy|Romance|War,1958,9
5383,"Hound of the Baskervilles, The",Crime|Horror|Mystery,1958,10
6031,Imitation of Life,Drama|Romance,1959,8
6183,Pillow Talk,Comedy|Musical|Romance,1959,8
6239,Journey to the Center of the Earth,Adventure|Children|Sci-Fi,1959,2
6561,"Mouse That Roared, The",Comedy|War,1958,6
7088,Black Orpheus (Orfeu Negro),Drama|Romance,1959,10
7131,"Summer Place, A",Drama,1958,4
7180,Odds Against Tomorrow,Crime|Drama|Thriller,1958,6
7303,The Diary of Anne Frank,Drama|War,1958,1
7916,Gidget,Comedy,1959,3
8137,"Wasp Woman, The",Horror|Sci-Fi,1959,9
8138,Attack of the Giant Leeches,Horror|Sci-Fi,1959,5
8197,Hiroshima Mon Amour,Drama|Romance|War,1959,1
8484,"Human Condition I, The (Ningen no joken I)",Drama|War,1958,8
26052,Pickpocket,Crime|Drama,1959,4
34608,"Best of Everything, The",Drama|Romance,1958,1
41336,Nazarin (Nazarín),Drama,1958,1
47287,Compulsion,Crime|Drama|Thriller,1958,6
123695,The Story on Page One,Drama,1959,3
659,Purple Noon (Plein soleil),Crime|Drama|Thriller,1959,6
909,"Apartment, The",Comedy|Drama|Romance,1960,3
1014,Pollyanna,Children|Comedy|Drama,1960,3
1017,Swiss Family Robinson,Adventure|Children,1960,10
1219,Psycho,Crime|Horror,1959,10
2079,Kidnapped,Adventure|Children|Drama,1959,2
2488,Peeping Tom,Drama|Horror|Thriller,1960,6
2553,Village of the Damned,Horror|Sci-Fi|Thriller,1959,4
2728,Spartacus,Action|Drama|Romance|War,1960,3
2747,"Little Shop of Horrors, The",Comedy|Horror,1959,1
3205,Black Sunday (La maschera del demonio),Horror,1959,6
3469,Inherit the Wind,Drama,1960,6
3602,G.I. Blues,Comedy|Musical|Romance,1959,5
3959,"Time Machine, The",Action|Adventure|Sci-Fi,1959,9
4042,"Alamo, The",Action|Drama|War|Western,1959,9
4051,Horrors of Spider Island (Ein Toter Hing im Netz),Horror|Sci-Fi,1959,6
4190,Elmer Gantry,Drama,1960,6
4327,"Magnificent Seven, The",Adventure|Western,1959,5
4403,"Fall of the House of Usher, The (House of Usher)",Horror,1960,7
4792,13 Ghosts,Horror,1960,7
4796,"Grass Is Greener, The",Comedy|Romance,1959,8
4914,Breathless (À bout de souffle),Crime|Drama|Romance,1960,2
4954,Ocean's Eleven (a.k.a. Ocean's 11),Comedy|Crime,1960,3
5119,Saturday Night and Sunday Morning,Drama,1959,8
5799,Exodus,Drama|Romance|War,1960,10
6449,From the Terrace,Drama,1959,5
6461,"Unforgiven, The",Drama|Western,1959,5
7135,Shoot the Piano Player (Tirez sur le pianiste),Crime|Drama|Romance|Thriller,1960,6
7207,Where the Boys Are,Comedy,1959,8
7245,Tormented,Horror|Thriller,1959,3
7818,School For Scoundrels,Comedy,1960,3
7820,"Virgin Spring, The (Jungfrukällan)",Crime|Drama,1960,9
8154,"Dolce Vita, La",Drama,1960,5
8189,Zazie dans le métro,Comedy,1960,8
8195,"Avventura, L' (Adventure, The)",Drama|Mystery|Romance,1960,5
8487,Please Don't Eat the Daisies,Children|Comedy|Musical,1960,9
8617,Butterfield 8,Drama,1959,5
8745,"World of Suzie Wong, The",Drama|Romance,1960,7
8986,"Bellboy, The",Comedy,1959,1
8988,Cinderfella,Comedy,1959,2
9001,"Wackiest Ship in the Army, The",Comedy|War,1959,7
32381,Bells Are Ringing,Comedy|Musical|Romance,1959,3
70188,Wild River,Drama|Romance,1960,1
71404,"3 Worlds of Gulliver, The",Adventure|Fantasy,1959,9
74089,Peter Pan,Children|Fantasy|Musical,1960,3
902,Breakfast at Tiffany's,Drama|Romance,1960,2
1013,"Parent Trap, The",Children|Comedy|Romance,1961,6
1076,"Innocents, The",Drama|Horror|Thriller,1961,8
1947,West Side Story,Drama|Musical|Romance,1961,3
2015,"Absent-Minded Professor, The",Children|Comedy|Fantasy,1961,10
2017,Babes in Toyland,Children|Fantasy|Musical,1960,7
2085,101 Dalmatians (One Hundred and One Dalmatians),Adventure|Animation|Children,1960,1
2732,Jules and Jim (Jules et Jim),Drama|Romance,1961,2
2782,Pit and the Pendulum,Horror,1960,10
3030,Yojimbo,Action|Adventure,1960,1
3330,Splendor in the Grass,Drama|Romance,1961,6
3350,"Raisin in the Sun, A",Drama,1961,9
3468,"Hustler, The",Drama,1961,10
3600,Blue Hawaii,Comedy|Musical,1960,6
3654,"Guns of Navarone, The",Action|Adventure|Drama|War,1960,8
3926,Voyage to the Bottom of the Sea,Adventure|Sci-Fi,1961,7
4428,"Misfits, The",Comedy|Drama|Romance|Western,1961,7
4804,Pocketful of Miracles,Comedy|Drama,1961,4
5063,One-Eyed Jacks,Western,1961,9
5227,Barabbas,Adventure|Drama,1960,2
5830,Mysterious Island,Adventure|Sci-Fi,1960,2
5963,"Children's Hour, The",Drama,1961,1
6073,Victim,Crime|Drama,1960,4
6225,King of Kings,Drama,1961,8
6446,"Comancheros, The",Action|Adventure|Drama|Romance,1961,2
6579,"One, Two, Three",Comedy,1961,10
6599,Accattone,Drama,1961,6
6777,Judgment at Nuremberg,Drama,1960,2
7068,Last Year at Marienbad (L'Année dernière à Marienbad),Drama|Mystery|Romance,1960,1
7939,Through a Glass Darkly (Såsom i en spegel),Drama,1961,6
8239,Viridiana,Comedy|Drama,1961,7
8385,Lover Come Back,Comedy|Romance,1960,3
60990,"End of Summer, The (Early Autumn) (Kohayagawa-ke no aki)",Drama,1961,10
63629,Fanny,Drama|Romance,1960,3
86864,Mothra (Mosura),Adventure|Fantasy|Sci-Fi,1960,5
116012,The Young Savages,Crime|Drama,1960,4
1204,Lawrence of Arabia,Adventure|Drama|War,1961,10
1207,To Kill a Mockingbird,Drama,1962,7
1267,"Manchurian Candidate, The",Crime|Thriller|War,1961,9
1344,Cape Fear,Crime|Drama|Thriller,1961,9
2056,In Search of the Castaways,Adventure|Children,1962,10
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),Action|Sci-Fi,1961,1
2729,Lolita,Drama|Romance,1961,1
2905,Sanjuro (Tsubaki Sanjûrô),Action|Adventure|Drama,1962,10
2949,Dr. No,Action|Adventure|Thriller,1962,10
3062,"Longest Day, The",Action|Drama|War,1962,7
3546,What Ever Happened to Baby Jane?,Drama|Horror|Thriller,1961,9
3604,Gypsy,Musical,1962,5
3627,Carnival of Souls,Horror|Thriller,1962,2
3737,Lonely Are the Brave,Drama|Western,1961,7
3833,"Brain That Wouldn't Die, The",Horror|Sci-Fi,1961,4
4263,Days of Wine and Roses,Drama,1962,4
4406,"Man Who Shot Liberty Valance, The",Crime|Drama|Western,1961,3
4704,Hatari!,Adventure|Comedy,1961,7
5398,Requiem for a Heavyweight,Drama,1961,10
5981,"Day of the Triffids, The",Horror|Sci-Fi,1962,8
6414,Gay Purr-ee,Animation|Children|Musical,1962,9
6460,"Trial, The (Procès, Le)",Drama,1962,8
